routeID,lon,lat,datetime,type
2,-73.98992408,40.75195518,2023/10/1 0:10,rider
2,-73.98995033,40.75191813,2023/10/1 0:10,rider
2,-73.98997658,40.75188108,2023/10/1 0:10,rider
2,-73.99000284,40.75184404,2023/10/1 0:10,rider
2,-73.99002909,40.75180699,2023/10/1 0:10,rider
2,-73.99005534,40.75176994,2023/10/1 0:10,rider
2,-73.99008159,40.75173289,2023/10/1 0:11,rider
2,-73.99010785,40.75169585,2023/10/1 0:11,rider
2,-73.9901341,40.7516588,2023/10/1 0:11,rider
2,-73.9901341,40.7516588,2023/10/1 0:11,rider
2,-73.9903731,40.751334,2023/10/1 0:11,rider
2,-73.9906121,40.7510092,2023/10/1 0:11,rider
2,-73.9906121,40.7510092,2023/10/1 0:11,rider
2,-73.99078163,40.75077653,2023/10/1 0:11,rider
2,-73.99095117,40.75054387,2023/10/1 0:11,rider
2,-73.9911207,40.7503112,2023/10/1 0:11,rider
2,-73.9911207,40.7503112,2023/10/1 0:11,rider
2,-73.99134185,40.7500086,2023/10/1 0:11,rider
2,-73.991563,40.749706,2023/10/1 0:12,rider
4,-73.9663227,40.7647193,2023/10/1 0:00,rider
4,-73.9664137,40.76459374,2023/10/1 0:00,rider
4,-73.9665047,40.76446818,2023/10/1 0:00,rider
4,-73.9665957,40.76434262,2023/10/1 0:00,rider
4,-73.9666867,40.76421706,2023/10/1 0:00,rider
4,-73.9667777,40.7640915,2023/10/1 0:00,rider
4,-73.9667777,40.7640915,2023/10/1 0:00,rider
4,-73.96662135,40.76402552,2023/10/1 0:00,rider
4,-73.966465,40.76395954,2023/10/1 0:00,rider
4,-73.96630865,40.76389356,2023/10/1 0:00,rider
4,-73.9661523,40.76382758,2023/10/1 0:00,rider
4,-73.96599595,40.7637616,2023/10/1 0:00,rider
4,-73.9658396,40.76369562,2023/10/1 0:01,rider
4,-73.96568325,40.76362964,2023/10/1 0:01,rider
4,-73.9655269,40.76356366,2023/10/1 0:01,rider
4,-73.96537055,40.76349768,2023/10/1 0:01,rider
4,-73.9652142,40.7634317,2023/10/1 0:01,rider
4,-73.9652142,40.7634317,2023/10/1 0:01,rider
4,-73.9650996,40.76358803,2023/10/1 0:01,rider
4,-73.964985,40.76374435,2023/10/1 0:01,rider
4,-73.9648704,40.76390068,2023/10/1 0:01,rider
4,-73.9647558,40.764057,2023/10/1 0:01,rider
4,-73.9647558,40.764057,2023/10/1 0:01,rider
4,-73.96466454,40.76418206,2023/10/1 0:01,rider
4,-73.96457328,40.76430712,2023/10/1 0:02,rider
4,-73.96448202,40.76443218,2023/10/1 0:02,rider
4,-73.96439076,40.76455724,2023/10/1 0:02,rider
4,-73.9642995,40.7646823,2023/10/1 0:02,rider
4,-73.9642995,40.7646823,2023/10/1 0:02,rider
4,-73.9638433,40.7653085,2023/10/1 0:02,rider
4,-73.9638433,40.7653085,2023/10/1 0:02,rider
4,-73.9634512,40.7658448,2023/10/1 0:02,rider
