route_name_list,lon,lat,datetime,type_list,status_list,matched_entity_id_list,current_edge_list,direction_angle_list,matched_rider_cnt,OrgPickup_cnt,reposition_recommend_cnt,reposition_recommend_and_accept_cnt,reposition_recommend_but_reject_cnt,matching_rate,unmatched_rider_cnt,total_revenue,total_revenue_added_by_reposition
7_63_1890_rider_13,-73.99423139999999,40.76639443333334,2016-03-7 15:48:05,rider,onboard,driver_42,"[42430707, 42430704]",209.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_13,-73.9943064,40.76629106666667,2016-03-7 15:48:10,rider,onboard,driver_42,"[42430707, 42430704]",209.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_13,-73.9943814,40.7661877,2016-03-7 15:48:15,rider,onboard,driver_42,"[42430707, 42430704]",209.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_13,-73.99445639999999,40.76608433333334,2016-03-7 15:48:20,rider,onboard,driver_42,"[42430707, 42430704]",209.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_13,-73.9945314,40.76598096666667,2016-03-7 15:48:25,rider,onboard,driver_42,"[42430707, 42430704]",209.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_13_meeting_point,-73.9941564,40.7664978,2016-03-07 15:48:00,point,display,driver_42,"[42430707, 42430707]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_14,-74.0074994,40.7409399,2016-03-7 15:48:00,rider,onboard,driver_40,"[42429412, 42454325]",29.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_14,-74.00741496666667,40.74105661666667,2016-03-7 15:48:05,rider,onboard,driver_40,"[42429412, 42454325]",29.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_14,-74.00733053333333,40.741173333333336,2016-03-7 15:48:10,rider,onboard,driver_40,"[42429412, 42454325]",29.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_14,-74.0072461,40.74129005,2016-03-7 15:48:15,rider,onboard,driver_40,"[42429412, 42454325]",29.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_14,-74.00716166666668,40.741406766666664,2016-03-7 15:48:20,rider,onboard,driver_40,"[42429412, 42454325]",29.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_14,-74.00707723333333,40.74152348333333,2016-03-7 15:48:25,rider,onboard,driver_40,"[42429412, 42454325]",29.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_14_meeting_point,-74.0074994,40.7409399,2016-03-07 15:48:00,point,display,driver_40,"[42429412, 42429412]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_15,-73.9606044,40.769747,2016-03-7 15:48:00,rider,wait,driver_8,"[42436486, 42436486]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_15,-73.9606044,40.769747,2016-03-7 15:48:05,rider,wait,driver_8,"[42436486, 42436486]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_15,-73.9606044,40.769747,2016-03-7 15:48:10,rider,wait,driver_8,"[42436486, 42436486]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_15,-73.9606044,40.769747,2016-03-7 15:48:15,rider,wait,driver_8,"[42436486, 42436486]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_15,-73.9606044,40.769747,2016-03-7 15:48:20,rider,wait,driver_8,"[42436486, 42436486]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_15,-73.9606044,40.769747,2016-03-7 15:48:25,rider,wait,driver_8,"[42436486, 42436486]",0.0,1,1,1,1,1,1,1,1,1
7_63_1890_rider_15_meeting_point,-73.9606044,40.769747,2016-03-07 15:48:00,point,display,driver_8,"[42436486, 42436486]",0.0,1,1,1,1,1,1,1,1,1
