routeID,lon,lat,datetime
6,-73.962975,40.7724713,2023-03-01 07:54:58
6,-73.9634353,40.7718364,2023-03-01 07:55:58
6,-73.9639346,40.7711546,2023-03-01 07:56:58
6,-73.9644367,40.7704703,2023-03-01 07:57:58
6,-73.9648861,40.7698503,2023-03-01 07:58:58
6,-73.9653439,40.7692216,2023-03-01 07:59:58
6,-73.9658008,40.7685941,2023-03-01 08:00:58
6,-73.9662534,40.7679732,2023-03-01 08:01:58
6,-73.9667158,40.7673389,2023-03-01 08:02:58
6,-73.9671748,40.7667142,2023-03-01 08:03:58
6,-73.9676296,40.7660933,2023-03-01 08:04:58
6,-73.9680854,40.7654644,2023-03-01 08:05:58
6,-73.9685426,40.7648371,2023-03-01 08:06:58
6,-73.9689907,40.7642073,2023-03-01 08:07:58
6,-73.9694372,40.7635803,2023-03-01 08:08:58
6,-73.9699036,40.762968,2023-03-01 08:09:58
6,-73.9696819,40.7628745,2023-03-01 08:10:58
7,-73.9516496,40.8045644,2023-03-01 06:11:58
7,-73.9521121,40.8039345,2023-03-01 06:12:58
7,-73.9526098,40.8032512,2023-03-01 06:13:58
7,-73.953101,40.8025826,2023-03-01 06:14:58
7,-73.9535577,40.8019538,2023-03-01 06:15:58
7,-73.9533927,40.8018838,2023-03-01 06:16:58
7,-73.952555,40.801527,2023-03-01 06:17:58
7,-73.952508,40.800686,2023-03-01 06:18:58
7,-73.952458,40.799843,2023-03-01 06:19:58
7,-73.9516214,40.7995025,2023-03-01 06:20:58
7,-73.9520835,40.7988778,2023-03-01 06:21:58
7,-73.9525303,40.7982754,2023-03-01 06:22:58
7,-73.9523905,40.7982167,2023-03-01 06:23:58
7,-73.949736,40.7970992,2023-03-01 06:24:58
7,-73.9494082,40.7966362,2023-03-01 06:25:58
7,-73.9496927,40.7962219,2023-03-01 06:26:58
7,-73.950158,40.7955852,2023-03-01 06:27:58
7,-73.9506082,40.7949631,2023-03-01 06:28:58
7,-73.951111,40.794285,2023-03-01 06:29:58
